# T_over_m,energy_density_FD
2.5074462827372515e12,1.13793726859736e49
2.5177592893803145e12,1.1567743104216076e49
2.528114712926485e12,1.1759231765458658e49
2.538512727834455e12,1.195389028959297e49
2.54895350928046e12,1.2151708289397126e49
2.5594372331612256e12,1.2352864275499228e49
2.569964076096932e12,1.255735014030643e49
2.58053421543419e12,1.276522100516129e49
2.5911478292490283e12,1.297653290384459e49
2.6018050963498945e12,1.31913427976789e49
2.6125061962806655e12,1.3409708590882206e49
2.6232513093236753e12,1.3631689146175735e49
2.6340406165027495e12,1.3857344300650016e49
2.644874299586256e12,1.4086734881893649e49
2.6557525410901675e12,1.4319922724389124e49
2.666675524281136e12,1.4556970686179943e49
2.6776434331795806e12,1.4797942665813625e49
2.6886564525627876e12,1.5042903619565335e49
2.699714767968024e12,1.5291919578946458e49
2.710818565695661e12,1.5545057668503035e49
2.721968032812317e12,1.5802386123908908e49
2.7331633571540034e12,1.6063974310358297e49
2.744404727329294e12,1.6329892741262846e49
2.755692332722501e12,1.660021309725825e49
2.7670263634968643e12,1.6875008245525382e49
2.7784070105977554e12,1.715435225943135e49
2.789834465755897e12,1.7438320438495722e49
2.8013089214905894e12,1.772695741575345e49
2.8128305711129565e12,1.8020390749837707e49
2.8243996087292007e12,1.8318681010167045e49
2.8360162292438755e12,1.8621908586158703e49
2.8476806283631655e12,1.8930155197941255e49
2.859393002598187e12,1.924350391839104e49
2.871153549268297e12,1.9562039195533582e49
2.882962466504416e12,1.9885846875316295e49
2.894819953252369e12,2.0215014224758378e49
2.906726209276237e12,2.0549748770037167e49
2.9186814351617173e12,2.0889991018816397e49
2.93068583231951e12,2.123579760419613e49
2.942739602988706e12,2.158732853915709e49
2.954842950240197e12,2.194467858125899e49
2.9669960779800938e12,2.2307944056604973e49
2.9791991909531655e12,2.2677222885806396e49
2.9914524947462856e12,2.305261461037742e49
3.0037561957918965e12,2.3434220419566497e49
3.0161105013714873e12,2.38221431776322e49
3.028515619619086e12,2.421642992330644e49
3.0409717595247656e12,2.4617301389457424e49
3.053479130938167e12,2.502480872412658e49
3.066037944572031e12,2.543906177353867e49
3.0786484120057485e12,2.5860172202232094e49
3.09131074568893e12,2.628825352315861e49
3.104025158944978e12,2.6723421128281213e49
3.1167918659746855e12,2.716579231967885e49
